許可證字號,中文品名,英文品名,形狀,特殊劑型,顏色,特殊氣味,刻痕,外觀尺寸,標註一,標註二,外觀圖檔連結
"衛署藥製字第049462號","""黃氏"" 倍力維骨膠囊","Versamin Capsules ""H.S.""","膠囊","","橘;;;黃","","無","23","HWANG S YJP 36","","https://mcp.fda.gov.tw/insert/shapeImg/836985c8-2cda-4739-afdb-c68810634193?c=o"
"衛署藥製字第049465號","康立定 膠囊 300 毫克","Carbatin Capsules 300 mg","膠囊","","黃;;;黃","","無","24","NKP 485","","https://mcp.fda.gov.tw/insert/shapeImg/e01ecd7d-fc1e-445f-b201-a0857436513e?c=o"
"衛署藥製字第049466號","糖立清 持續釋放錠 30 毫克","Gliclax Sustained Release Tablets 30mg","橢圓形","","白","","無","10","YSP 78","","https://mcp.fda.gov.tw/insert/shapeImg/efc424d9-d8ed-4dda-9e7c-3c018cd9b5d7?c=o"
"衛署藥製字第049493號","憶可朗膜衣錠 5 毫克","Epalon F.C. Tablets 5 mg","圓形","","白","","無","7","NK","470","https://mcp.fda.gov.tw/insert/shapeImg/85be340f-7a04-41a0-93a5-9c50a65167fe_img_1?c=o"
"衛署藥製字第049496號","”聯邦”優達平膜衣錠 100 毫克","Utapine F.C. Tablet 100mg“Union”","圓形","","黃","","直線","9","UN 448","100mg","https://mcp.fda.gov.tw/insert/shapeImg/ebfba259-638c-4f58-864b-07b329217ff7?c=o"
"衛署藥製字第049500號","“培力”安醣錠 15 毫克","Piotas Tablets 15 mg“P.L.”","圓形","","白","","無","6","PL","T41","https://mcp.fda.gov.tw/insert/shapeImg/d9f28958-5924-4aec-a985-9c8daa284379?c=o"
"衛署藥製字第049502號","""華興""膚肯寧膠囊 150 毫克 (氟可那挫)","FLUCOGUS CAPSULES 150MG""H.S."" (FLUCONAZOLE)","膠囊","","白;;;白","","無","18","HS F1","HS F1","https://mcp.fda.gov.tw/insert/shapeImg/c80502ea-2616-44e7-8b60-698af3a2c707?c=o"
"衛署藥製字第049503號","安樂脂錠 20 毫克","Dehypotin Protect Tablets 20mg","橢圓形","","黃","","直線","14","N K","473","https://mcp.fda.gov.tw/insert/shapeImg/d7ad69f2-36a3-49c6-861c-8475164d3f62?c=o"
"衛署藥製字第049514號","“十全”愛彼脈持續性藥效膜衣錠 60 毫克","Ibimo C.R.F.C. Tablets 60 mg“S.C.”","橢圓形","","橘","","直線","12.9","SC","I 04","https://mcp.fda.gov.tw/insert/shapeImg/68b8f25d-9e9a-44b8-84af-62c8a1ab6994?c=o"
"衛署藥製字第049517號","康平癲膜衣錠 600 毫克","Gapatin F.C. Tablets 600mg","橢圓形","","白","","直線","19","SW 21","","https://mcp.fda.gov.tw/insert/shapeImg/030b2acb-a4a4-4d61-b80f-be1ccef475cc?c=o"
"衛署藥製字第049522號","恩舒率持續性藥效錠 60 毫克","Insure Controlled-release Tablets 60mg","橢圓形","","黃","","直線","","SY 71","","https://mcp.fda.gov.tw/insert/shapeImg/9f5e58e3-3bf9-4b81-b0fd-2096ec99e225?c=o"
"衛署藥製字第049526號","輔思妥膜衣錠 25 毫克","Limus F.C. Tablets 25 mg","圓形","","橘","","無","6","AX 088","","https://mcp.fda.gov.tw/insert/shapeImg/b0ce952e-e357-4d92-83c1-f74973f6b16d_img_1?c=o"
"衛署藥製字第049543號","降脂妥膜衣錠 10 毫克","Atorin F.C. Tablet 10mg","橢圓形","","白","","無","10","GBL","086","https://mcp.fda.gov.tw/insert/shapeImg/15f7a484-529c-4d6d-ac53-10f9d20cb0c6?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/4e0a2e81-f90a-4570-9985-3adea70b5ceb_img_1?c=o"
"衛署藥製字第049544號","”井田”康心壓膜衣錠 5 毫克","Kenco F. C. Tablets 5mg”Chinteng”","其他","","黃","","直線","7","CT","","https://mcp.fda.gov.tw/insert/shapeImg/17d83798-abdc-4295-b374-8f49d251cd40?c=o"
"衛署藥製字第049551號","”井田”去脂醇微粒化膠囊 200 毫克","LinLip Micronised Capsules 200mg”Chinteng”","膠囊","","橘;;;橘","","無","20","","","https://mcp.fda.gov.tw/insert/shapeImg/961690a8-bd57-4b90-9622-6382cd0eb72c?c=o"
"衛署藥製字第049556號","憂解膜衣錠 100 毫克","YOU-JET F.C. Tablets 100 mg","橢圓形","","黃","","直線","13","N K","489","https://mcp.fda.gov.tw/insert/shapeImg/8111472b-6098-4a6a-bde5-f1bb877022e6?c=o"
"衛署藥製字第049560號","“信東”寶利糖錠 30 毫克","Politone Tablets 30mg (Pioglitazone)","圓形","","白","","直線","7","ST 397","30","https://mcp.fda.gov.tw/insert/shapeImg/812dc0bd-7315-47e8-b540-e96a0496c523?c=o"
"衛署藥製字第049564號","""華興"" 安你嗽膜衣錠 10 毫克","Cougin F.C. Tablets 10mg ""H.S.""","圓形","","紅","","無","7","Df","HS","https://mcp.fda.gov.tw/insert/shapeImg/108e2ea6-efbb-4433-a83c-6709e9b70816?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/72af24f3-7368-4592-b83a-a9884519524d_img_1?c=o"
"衛署藥製字第049568號","適癲痛膜衣錠 100 毫克","Toramate Film Coated Tablets 100mg","圓形","","黃","","無","9.2","YSP 128","","https://mcp.fda.gov.tw/insert/shapeImg/227452d8-4730-40fe-b0c5-b90b56ae1650?c=o"
"衛署藥製字第049574號","”聯邦”優達平膜衣錠 25 毫克","Utapine F.C. Tablets 25mg“Union”","圓形","","粉","","無","","UN 447","25mg","https://mcp.fda.gov.tw/insert/shapeImg/eb596e4c-b215-4a9b-b899-71b5e2c152b9?c=o"
"衛署藥製字第049577號","安平靜膜衣錠 0.5 毫克","Fute F.C. Tablets 0.5mg","圓形","","紅","","無","8","EB","0 5","https://mcp.fda.gov.tw/insert/shapeImg/ccf470e3-3b31-4658-9113-6e35a74d91e6?c=o"
"衛署藥製字第049579號","糖得舒錠 50 毫克","Precose Tablets 50mg","圓形","","白","","無","7.0","GBL 50","","https://mcp.fda.gov.tw/insert/shapeImg/8d0c0926-43fe-4d7e-9bee-42a993bc7a8b?c=o"
"衛署藥製字第049593號","“十全”通息錠","Tallsea Tablets“S.C.”","橢圓形","","白","","直線","","SCT2","","https://mcp.fda.gov.tw/insert/shapeImg/3dbd2d8a-def9-4db6-99cd-b156f897b041?c=o"
"衛署藥製字第049596號","德康感冒膠囊","Dorcon Anticold capsules","膠囊;;;膠囊","","綠;;;綠;;;綠;;;綠","","無;;;無","22;;;22","","","https://mcp.fda.gov.tw/insert/shapeImg/da1db805-88fb-448d-97ee-93de738cc32f?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/e5818293-027c-416b-bb58-037f45f5a5dc?c=o"
"衛署藥製字第049599號","”明大”貝特明錠 850 毫克(二甲二脈)","Betaform tablets 850mg ”M.T.”(Metformin)","圓形","","白","","直線","13","MT 173","","https://mcp.fda.gov.tw/insert/shapeImg/3a2d57a0-86a3-4fa6-846d-6ca7cf933802?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/c33f3a13-921b-4257-8888-100afc5e0960_img_1?c=o"
"衛署藥製字第049605號","解鬱優膠囊 25 毫克","Milpran Capsules 25 mg","膠囊","","粉;;;粉","","無","15","PM 020","","https://mcp.fda.gov.tw/insert/shapeImg/48563c80-16b4-45a1-89cd-a54e34f8d65c_img_1?c=o"
"衛署藥製字第049610號","可舒壓膜衣錠 50 毫克","Coxco F.C. Tablets 50mg","橢圓形","","白","","直線","10.3","BMB","D 05","https://mcp.fda.gov.tw/insert/shapeImg/b67a790c-bf86-46cc-8f06-e020ca326b3b?c=o"
"衛署藥製字第049619號","喜伏菌膜衣錠 500 毫克","Ciflogen F.C. Tablets 500 mg","橢圓形","","白","","直線","18","SW 500","","https://mcp.fda.gov.tw/insert/shapeImg/d118a020-1d99-4687-b4d1-6bec840ee975?c=o"
"衛署藥製字第049621號","“信東”喘停欣咀嚼錠 4 毫克","Montexin Chewable Tablets 4 mg","橢圓形","","橘","","無","11","ST 025","","https://mcp.fda.gov.tw/insert/shapeImg/64313b4e-9757-41e9-a0f1-7b8afae60049?c=o"
"衛署藥製字第049628號","“杏輝”杏止敏液","Cetirizine Oral Solution“Sinphar”","液劑(包含糖漿用粉劑)","","黃","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/2e978b54-0bcb-485c-bd43-953b36c20efb?c=o"
"衛署藥製字第049629號","離憂膜衣錠 10 毫克","Leeyo F.C. Tablets 10 mg","橢圓形","","白","","直線","8.2","CCP 158","","https://mcp.fda.gov.tw/insert/shapeImg/2f275465-478a-437d-ba0c-77adb023dd60?c=o"
"衛署藥製字第049653號","康緒舒膜衣錠 100 毫克","Calm-EZ F.C. Tablets 100mg","圓形","","黃","","無","9","","","https://mcp.fda.gov.tw/insert/shapeImg/5ef7738b-1ab8-4171-9539-73f24bc1a5d0?c=o"
"衛署藥製字第049657號","復思朗膜衣錠 200 毫克","Cospirit F.C. Tablets 200mg","圓形","","白","","十字","12","AX 084","","https://mcp.fda.gov.tw/insert/shapeImg/4e963169-c709-4aff-bd96-1bfeefa7a9e1_img_1?c=o"
"衛署藥製字第049661號","康脂道膜衣錠 20 毫克","Lipidoff F.C. Tablets 20mg","橢圓形","","橘","","無","12","SW","","https://mcp.fda.gov.tw/insert/shapeImg/028d71b7-fc99-4292-9e04-1d35c7ec5420?c=o"
"衛署藥製字第049663號","特萊菲錠","Tridine Tablets","圓形","","白","","直線","","TP","","https://mcp.fda.gov.tw/insert/shapeImg/41f2113c-cb4a-4799-aa76-da9f2e3824ec?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/f6705f71-3f0d-4f61-a53f-58d3b1ae1b1e?c=o"
"衛署藥製字第049669號","消炎止痛六百芬錠","IBUPROFEN 600 TABLETS","四邊形","","白","","直線","19","","","https://mcp.fda.gov.tw/insert/shapeImg/9a980b96-f583-4c99-a544-733b654db835?c=o"
"衛署藥製字第049696號","佐淨菌膜衣錠 500 毫克","Leflodal F.C. Tablets 500 mg","四邊形","","粉","","直線","16.1","CCP 147","","https://mcp.fda.gov.tw/insert/shapeImg/2bb27928-a7a9-4934-a7c9-d5faf6e41d5e?c=o"
"衛署藥製字第049697號","""華興""華伏醣錠 50 毫克","Glucobose Tablets 50mg""H.S.""","圓形","","黃","","無","8","HS","A5","https://mcp.fda.gov.tw/insert/shapeImg/8bef5807-9b80-402d-8e05-94ae0a1d0b41_img_1?c=o"
"衛署藥製字第049707號","“安星”康咳寧膠囊","Contexin Capsules“Astar”","膠囊","","白;;;白","","無","18","AS 418","","https://mcp.fda.gov.tw/insert/shapeImg/82c4a3cd-7448-40fd-a1b8-6d2819e6f7ba?c=o"
"衛署藥製字第049719號","“培力”宜栓清膜衣錠 75 毫克","Clopid F.C. Tablets 75 mg“P.L.”","圓形","","橘","","直線","9","PL T20","","https://mcp.fda.gov.tw/insert/shapeImg/b8f08a36-3eab-4523-878e-9a96401393ce?c=o"
"衛署藥製字第049741號","“永信”躁易平膜衣錠 200 毫克","Queropin Film Coated Tablets 200mg“Yung Shin”","圓形","","白","","直線","11.3","YSP 262","","https://mcp.fda.gov.tw/insert/shapeImg/60e3d567-b66d-4c88-a307-a546e3a4c96c?c=o"
"衛署藥製字第049743號","癲立平注射劑 100 毫克/毫升","Depavent Injection 100mg/ml","","","","","","","","","https://mcp.fda.gov.tw/insert/shapeImg/3dad4d5b-7819-49cc-bdeb-899143f25407?c=o"
"衛署藥製字第049755號","瑞敏利錠 10 毫克","Ramily Tablets 10 mg","四邊形","","白","","直線","10","S W","","https://mcp.fda.gov.tw/insert/shapeImg/d226a95a-efc8-40d3-b4c6-482630a193d0?c=o"
"衛署藥製字第049756號","脈利舒複方錠","Moreez Complex Tablets","四邊形","","白","","無","10","SW","M","https://mcp.fda.gov.tw/insert/shapeImg/b6e3d50b-ad74-41a4-b190-49f142305a8e?c=o"
"衛署藥製字第049763號","〝元宙〞胃瑞美錠","Nolidin Tablets“Y.C.”","圓形","","黃","","直線","10","R","","https://mcp.fda.gov.tw/insert/shapeImg/6a3f4586-c8bc-4a71-9a2b-995a8c9341bb_img_1?c=o"
"衛署藥製字第049764號","“瑞士”欣胃司錠","Neo-Vis Tablets“Swiss”","圓形","","黃","","直線","11","N 06","SWISS","https://mcp.fda.gov.tw/insert/shapeImg/185eb65b-5b5f-4025-8a5f-efe46490c0b3?c=o"
"衛署藥製字第049766號","〝元宙〞潰胃保錠","Gasterin Tablets“Y.C.”","圓形","","白","","直線","12","YUANCHOU 10","","https://mcp.fda.gov.tw/insert/shapeImg/acfda585-7485-4c1e-9bec-3e4eeeff6305_img_1?c=o"
"衛署藥製字第049767號","“杏輝”咳定平錠","Codeine-T Tablets“Sinphar”","圓形","","橘","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/574f46c2-0205-4d35-b430-d3be3238a7a9_img_1?c=o"
"衛署藥製字第049787號","可骨華錠 70 毫克","COVAXIN Tablets 70mg","橢圓形","","白","","無","14","COVAX","70","https://mcp.fda.gov.tw/insert/shapeImg/1235ed53-edd9-479b-9d42-d41260efca72?c=o"
"衛署藥製字第049792號","“羅得”欣暢血膜衣錠","So. H. F. C. Tablets“ROOT”","四邊形","","粉","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/ee98e34e-5f9b-43ae-b684-48d7e529e43d?c=o"
"衛署藥製字第049798號","帝脈錠 10/25 毫克","Landuet Tablets 10mg/25mg","六邊形","","棕","","無","10","YSP 94","","https://mcp.fda.gov.tw/insert/shapeImg/eeb25120-47a4-4e87-b13f-7c7208a75da2?c=o"
"衛署藥製字第049805號","“永勝”免煩欣持續性藥效膠囊 75 毫克","Venfaxime S.R. Capsules 75mg“EVEREST”","膠囊","","粉;;;粉","","無","20","","75","https://mcp.fda.gov.tw/insert/shapeImg/afd7230f-6de1-47a9-9e87-05d6a18cc501?c=o"
"衛署藥製字第049808號","脂淨 微粒化膠囊 200 毫克","Synpid Micronized Capsules 200 mg","膠囊","","橘;;;橘","","無","19.1","S Y","SYNIPID 200mg","https://mcp.fda.gov.tw/insert/shapeImg/03ba7bd3-9d3a-4020-8374-1ec95d4bea44?c=o"
"衛署藥製字第049816號","妥速適 錠 5 毫克","Torsix Tablets 5mg","橢圓形","","白","","直線","7.8","YSP","05 05","https://mcp.fda.gov.tw/insert/shapeImg/65a7af0b-70aa-4e2e-95d1-75ff6819d675?c=o"
"衛署藥製字第049829號","”正和”抑醣錠 100 毫克","Diaban Tablets 100mg “C.H.”","圓形","","白","","直線","8.5","CH 64","","https://mcp.fda.gov.tw/insert/shapeImg/aca121ad-c387-4867-a0e3-14e26b463980?c=o"
"衛署藥製字第049841號","“衛達”血保定膜衣錠 20 毫克","Simpotin F.C. Tablets 20 mg“Weidar”","橢圓形","","橘","","無","11.4","WD","","https://mcp.fda.gov.tw/insert/shapeImg/27bab120-7b22-48c7-bc99-a3a28d023b8c?c=o"
"衛署藥製字第049858號","疱易剋 膜衣錠 500 毫克","Vacyless Film Coated Tablets 500 mg","橢圓形","","白","","無","18.1","YSP500","","https://mcp.fda.gov.tw/insert/shapeImg/80084da3-f00d-425d-b24d-628552aa2514?c=o"
"衛署藥製字第049887號","""華興""洛沙坦膜衣錠 50 毫克","Depressor F.C. Tablets 50mg""H.S.""","橢圓形","","白","","直線","10","HS","L 0","https://mcp.fda.gov.tw/insert/shapeImg/47e39672-3c75-4d28-b832-df17665ab118_img_1?c=o"
"衛署藥製字第049889號","“信東”喘停欣膜衣錠 10 毫克","Montexin Film Coated Tablets 10 mg (Montelukast)","四邊形","","黃","","無","8","ST 127","","https://mcp.fda.gov.tw/insert/shapeImg/ea734f71-e918-4ae1-bc86-e2d4f0155f0b?c=o"
"衛署藥製字第049891號","益適順液","Laxus Liquid","液劑(包含糖漿用粉劑)","","透明;;;棕","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/28a14054-9959-437d-ae00-bfcf9cf47e59_img_1?c=o"
"衛署藥製字第049899號","意必寧膜衣錠 500 毫克","Nobelin F.C. Tablets 500 mg","橢圓形","","黃","","無","18","N K","465","https://mcp.fda.gov.tw/insert/shapeImg/7a8f5502-d320-4770-8659-5be59755dd65?c=o"
"衛署藥製字第049904號","依心舒錠 4 毫克","Acetec Tablets 4 mg","雙圓形","","綠","","無","8","YSP","16","https://mcp.fda.gov.tw/insert/shapeImg/cabe62bd-fab0-4863-ab64-6603b0632f6e?c=o"
"衛署藥製字第049920號","薩多心持續性藥效錠 4 毫克","Xadosin SR F.C. Tablets 4 mg","圓形","","白","","無","9.0","","","https://mcp.fda.gov.tw/insert/shapeImg/0bbcb466-51f8-45a2-a537-7efd03b91d60?c=o"
"衛署藥製字第049930號","泌特穩錠 30 毫克","Glitis Tablets 30mg","圓形","","白","","直線","7.2","CCP C80","","https://mcp.fda.gov.tw/insert/shapeImg/8337c2a5-f830-40a3-98a0-762ab0c8c67f?c=o"
"衛署藥製字第049958號","康緒平緩釋膠囊 37.5 毫克","Calmdown Sustained-Release Capsules 37.5mg","膠囊","","灰;;;粉","","無","17","CAS","","https://mcp.fda.gov.tw/insert/shapeImg/6160db9a-dcfe-45b7-94b9-133cfcdba8ab?c=o"
"衛署藥製字第049959號","“羅得”立安舒 錠","Sedate Tablet“ROOT”","橢圓形","","白","","直線","11","","","https://mcp.fda.gov.tw/insert/shapeImg/01135abd-c22e-414a-a2a0-f19cf716db12?c=o"
"衛署藥製字第049967號","栓暢膜衣錠 75 毫克","Clofix F.C. Tablets 75mg","圓形","","粉","","無","9.0","GBL","82","https://mcp.fda.gov.tw/insert/shapeImg/203bcb47-c38b-4cd3-87f8-f2e475f976b0?c=o"
"衛署藥製字第049970號","""三友""真夜寧膠囊 50 毫克","Sun You Nice Dream Capsules 50mg","膠囊","","橘;;;白","","無","18","X Y 3014","","https://mcp.fda.gov.tw/insert/shapeImg/29026fb0-8ff1-4368-ad84-479800e45768?c=o"
"衛署藥製字第049992號","慮立定 錠 1.5 毫克","Bropan Tablets 1.5mg","圓形","","黃","","直線","8.1","GP","286","https://mcp.fda.gov.tw/insert/shapeImg/121f9bad-4a0c-4476-8bb5-bbd8cadc98b8?c=o"
"衛署藥製字第050005號","""德聯"" 益舒寧膠囊","Peaceful Capsules ""T.L.""","膠囊","","黃;;;白","","無","20","","","https://mcp.fda.gov.tw/insert/shapeImg/d6df9858-fcd1-4e66-b213-f7d23c249ce5?c=o"
"衛署藥製字第050008號","友樂可錠10毫克","Uracare Tablets 10mg","圓形","","藍","","無","8","TP10","","https://mcp.fda.gov.tw/insert/shapeImg/86f561a9-e05b-4e08-adc2-9378b81d4676?c=o"
"衛署藥製字第050010號","“強生”莫吐安 膜衣錠 10 毫克","MOTEN F.C. TABLETS 10MG“JOHNSON”","圓形","","白","","無","6.4","J","","https://mcp.fda.gov.tw/insert/shapeImg/5a80394b-121e-4129-b9fb-8c1d2bcfcc87?c=o"
"衛署藥製字第050015號","〝元宙〞碳酸氫鈉錠 0.3 公克","Sodium Bicarbonate Tablets 0.3 Gm“Y.C.”","圓形","","白","","直線","10","R","","https://mcp.fda.gov.tw/insert/shapeImg/3e98665e-9fc3-4209-8912-df468283ac7e_img_1?c=o"
"衛署藥製字第050030號","""黃氏"" 咳紓安錠","Coughfree Tablets ""H.S.""","橢圓形","","黃","","直線","10","H S","","https://mcp.fda.gov.tw/insert/shapeImg/07f50dc4-237c-4f58-a130-d8c1d44d0c11?c=o"
"衛署藥製字第050032號","""十全"" 莫伏炎錠","Mobufen Tablets","橢圓形","","白","","直線","17.4","SC M7","","https://mcp.fda.gov.tw/insert/shapeImg/54fd5faf-c970-4200-a312-b5f55077f957?c=o"
"衛署藥製字第050033號","胃逆舒口服懸浮液","Alginos Oral Suspension","液劑(包含糖漿用粉劑)","","白","","無","","","","https://mcp.fda.gov.tw/insert/shapeImg/a920d8de-68f0-4b85-b3e4-52961649c095_img_1?c=o"
"衛署藥製字第050036號","康平癲膠囊 400 毫克","Gapatin Capsules 400mg","膠囊","","橘;;;橘","","無","22","GAH","","https://mcp.fda.gov.tw/insert/shapeImg/0373fa99-869f-4f32-8253-c2940bc1ab1c?c=o"
"衛署藥製字第050037號","妙化肝膜衣錠","Miyaphargen Film Coated Tablets","圓形","","白","","無","8","ST","045","https://mcp.fda.gov.tw/insert/shapeImg/7cace1ba-00d2-41d1-a7d9-e3a2793bc656?c=o"
"衛署藥製字第050043號","比非醣錠 15 毫克","Befree Tablets 15 mg","圓形","","白","","直線","5","","","https://mcp.fda.gov.tw/insert/shapeImg/1b5b49f7-567e-4825-a00a-44217b0efd9d?c=o"
"衛署藥製字第050054號","安平靜膜衣錠 5 毫克","Fute F.C. Tablets 5mg","圓形","","紅","","直線","9","EB","5","https://mcp.fda.gov.tw/insert/shapeImg/7b89b0dc-df8f-43c0-a907-550270791bf7_img_1?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/b556cc5e-5de7-4153-9920-2fcf827c0c64?c=o"
"衛署藥製字第050058號","“黃氏”欣百寧膠囊","Esumian Capsules“H.S.”","膠囊","","綠;;;綠","","無","19","","","https://mcp.fda.gov.tw/insert/shapeImg/d4d27c3b-5c54-4e93-9386-f8bf85e4aa8e?c=o"
"衛署藥製字第050061號","必脈律 膜衣錠 5 毫克","Biteven F.C. Tablets 5 mg","其他","","黃","","直線","8","","","https://mcp.fda.gov.tw/insert/shapeImg/8d21ccbb-3427-4a32-948e-68c2a9a844ee?c=o"
"衛署藥製字第050083號","康緒舒膜衣錠 25 毫克","Calm-EZ F.C. Tablets 25mg","圓形","","橘","","無","6","S","","https://mcp.fda.gov.tw/insert/shapeImg/7c7ba3a2-19b9-4328-af2d-423b4338767d?c=o"
"衛署藥製字第050087號","悅脂益膜衣錠 160 毫克","Fendown F.C. Tablets 160mg","橢圓形","","白","","無","20","AX079","160","https://mcp.fda.gov.tw/insert/shapeImg/f09ce370-8b50-4299-85a0-d782275920e8_img_1?c=o"
"衛署藥製字第050089號","欣宜倩 錠","Synseq Tablets","圓形;;;圓形;;;圓形","","白;;;藍;;;粉","","直線;;;直線;;;直線","7;;;7;;;7","S Y;;;S Y;;;S Y","380;;;381;;;382","https://mcp.fda.gov.tw/insert/shapeImg/c651ddce-46f4-4d7a-8163-cc363edf51c3?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/e138b888-bc73-4329-bb58-c1ff29519f6a?c=o;;;https://mcp.fda.gov.tw/insert/shapeImg/f610c422-d074-49e3-b641-ef7832c16cf7?c=o"
"衛署藥製字第050095號","脈化寧 錠 5 毫克","Mafarin Tablets 5 mg","圓形","","紅","","直線","9","MF 5","","https://mcp.fda.gov.tw/insert/shapeImg/4f672674-4edf-4396-af89-b3b026badafa?c=o"
"衛署藥製字第050101號","解脂盈膠囊 120 毫克","Oilcut Capsules 120mg","膠囊","","藍;;;藍","","無","19.2","YSP OIC","YSP OIC","https://mcp.fda.gov.tw/insert/shapeImg/3d99ef62-d5a6-40a4-9c1a-574cbf1845d4?c=o"
"衛署藥製字第050116號","使佳通膜衣錠 25 毫克","Skyton F.C. Tablets 25mg","圓形","","黃","","無","7","","","https://mcp.fda.gov.tw/insert/shapeImg/64aed65e-4ad2-4ada-a0ff-900ee1a3c504?c=o"
"衛署藥製字第050123號","“十全”樂洩敏膜衣錠 5 毫克","Locemine F.C. Tablets 5 mg“S.C.”","橢圓形","","白","","直線","9.0","SC","","https://mcp.fda.gov.tw/insert/shapeImg/5aed7f5c-2f08-4120-904f-dfa0e91d9594?c=o"
"衛署藥製字第050126號","“信東”絡柔奎膜衣錠 75 毫克","Clogrel Film Coated Tablets 75mg (Clopidogrel)","圓形","","粉","","無","9","ST","171","https://mcp.fda.gov.tw/insert/shapeImg/4eeb6d88-ce8d-4537-8f93-8cb2d938e43b?c=o"
"衛署藥製字第050130號","安索糖錠 15 毫克","Anxotos Tablets 15 mg","圓形","","白","","直線","5","AX 090","","https://mcp.fda.gov.tw/insert/shapeImg/a69f004f-eb52-473c-a6ef-d759270cb42f_img_1?c=o"
"衛署藥製字第050135號","拜胃爾 膜衣錠","Paspertase F.C. Tablets","圓形","","白","","無","11","","","https://mcp.fda.gov.tw/insert/shapeImg/fb32803e-3e7e-4975-9e7f-0a1602d31cfe?c=o"
"衛署藥製字第050136號","“榮民”密克優錠 0.5 毫克","Mykyo Tablets 0.5mg (Metolazone)","圓形","","白","","無","6.3","VPC","143","https://mcp.fda.gov.tw/insert/shapeImg/71fe4b38-1767-48f0-8711-5d959df06684?c=o"
"衛署藥製字第050138號","〝永勝〞費落持續釋放膜衣錠 10 毫克","Felo E.R. F.C. Tablets 10mg ""EVEREST""","圓形","","紅","","直線","9","A Em","1 0","https://mcp.fda.gov.tw/insert/shapeImg/dbf0213e-1363-4c76-8ac1-39aad5401653?c=o"
"衛署藥製字第050142號","“信東”瘡寧膜衣錠 200 毫克","Hydroquine Film Coated Tablets 200mg","圓形","","白","","無","10","ST","200","https://mcp.fda.gov.tw/insert/shapeImg/bfce5d90-f1dc-4368-bbf2-cda970b86867?c=o"
"衛署藥製字第050145號","萊欣膜衣錠 5 毫克","Xyzine F.C. Tablets 5mg","橢圓形","","白","","無","8.1","CCP","170","https://mcp.fda.gov.tw/insert/shapeImg/76b47286-a3ad-4353-b6df-818a81950e7f?c=o"
"衛署藥製字第050152號","健佳力錠 350 毫克","Gencari Tabelets 350mg","橢圓形","","白","","直線","15.2","GBL 094","","https://mcp.fda.gov.tw/insert/shapeImg/29c8b1ba-e54e-4cbe-a6c8-2469b28086f8?c=o"
"衛署藥製字第050154號","異莫分膠囊 250 毫克","Immufine capsules 250mg","膠囊","","藍;;;橘","","無","20","18","","https://mcp.fda.gov.tw/insert/shapeImg/c598df5b-a37f-45cb-937a-50e8fc9018b9?c=o"
"衛署藥製字第050168號","“信東”護列淨持續釋放膠囊0.2毫克","Holigin S.R. Capsules 0.2mg","膠囊","","粉;;;白","","無","15","Ta 0 2","ST 058","https://mcp.fda.gov.tw/insert/shapeImg/9dfff715-b9b5-4d8d-bbe5-c2661c8d2b9b?c=o"
"衛署藥製字第050175號","克敏夜膠囊 50 毫克","Yecoan Capsules 50mg","膠囊","","橘;;;白","","無","14","","","https://mcp.fda.gov.tw/insert/shapeImg/c021f11e-05ea-44b8-9109-b75c2cb6a297?c=o"
"衛署藥製字第050177號","脈適欣錠 10 毫克","Maxipril 10 mg Tablets","雙圓形","","白","","直線","9","MAC MAC","","https://mcp.fda.gov.tw/insert/shapeImg/22ef5557-0c9e-4fa3-935e-d826d3d4ab72?c=o"
"衛署藥製字第050179號","“杏輝”適痙定 錠","Spasmotin Tablets“Sinphar”","圓形","","白","","直線","7","SP 444","","https://mcp.fda.gov.tw/insert/shapeImg/7af83e8b-8e19-447c-a519-4fc54bf18664_img_1?c=o"
"衛署藥製字第050182號","“強生”甲硫嗎唑錠 5 毫克","METHIMAZOLE TABLETS 5MG“JOHNSON”","圓形","","綠","","直線","6","I 16","JCP","https://mcp.fda.gov.tw/insert/shapeImg/771b5f63-6f51-45ed-bb81-e7405e599348?c=o"
"衛署藥製字第050189號","“正和”驅咳膠囊","Ke Sou Capsules“C.H.”","膠囊","","紅;;;白","","無","20.1","","","https://mcp.fda.gov.tw/insert/shapeImg/3b2eb725-fcaf-4d03-bae0-3f56e6962c61?c=o"
"衛署藥製字第050223號","“利達”腦益健錠2 毫克","Naizhu Tablets 2 mg ""Lita""","圓形","","白","","直線","8","SD T120","","https://mcp.fda.gov.tw/insert/shapeImg/3d6663f3-c182-43b7-b133-d048a63b6501?c=o"
"衛署藥製字第050240號","絡舒坦 膜衣錠50毫克","Lowten F.C. Tablets 50 mg","橢圓形","","白","","直線","10","SW","","https://mcp.fda.gov.tw/insert/shapeImg/a2611f6e-4f55-431f-a843-07f942f51e9c?c=o"
